,trust_code,scr_year,date,trust_name,trust_type,breach_%_type1,attendance_%_inpatient,ae_scaled,occupied_%_general,inpatient_%_casemix,staff_mix,available_general,total_doctors,nurses,deprivation_q1_q2,nurses_per_bed
32,R1F,2019,2017-09,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,19.71275256,149.8442448,6.601588051,,51.20322626,1.646346971,253.5,213.1905883,711.5013021,43.93184583,28.06711251
33,R1F,2019,2017-10,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,19.13275005,152.637887,6.677296073,96.56652361,51.19892876,1.63729614,251.75,213.4764342,712.3471271,44.64570417,28.29581438
34,R1F,2019,2017-11,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.44087338,155.0707766,6.749067277,,51.42256526,1.632537378,250.2222222,213.7869494,712.9686829,45.44340694,28.49341983
35,R1F,2019,2017-12,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.52357334,157.1429137,6.79297793,,51.44398263,1.632070684,248.9166667,214.1221338,713.3659696,46.32495417,28.65882703
36,R1F,2019,2018-01,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.89339305,158.8542982,6.844005136,95.49180328,51.55750706,1.63589606,247.8333333,214.4819874,713.5389871,47.29034583,28.7910822
37,R1F,2019,2018-02,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.38875237,159.9908061,6.893821014,,50.78090998,1.644013503,246.8055556,214.8665102,713.4877354,48.18084375,28.90890093
38,R1F,2019,2018-03,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.27306289,160.5524374,6.951661942,,49.77231996,1.656423016,245.8333333,215.2757023,713.2122146,48.99644792,29.01202229
39,R1F,2019,2018-04,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,18.30670353,160.5391921,6.926072631,97.18875502,50.18420951,1.673124597,244.9166667,215.7095636,712.7124246,49.73715833,29.10020107
40,R1F,2019,2018-05,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,17.09609154,160.6916575,7.000417908,,50.8410391,1.694118247,244.2222222,216.1680942,711.9883654,50.402975,29.15329977
41,R1F,2019,2018-06,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,16.90765846,161.0098335,7.048416794,,51.46018336,1.719403965,243.75,216.651294,711.0400371,50.99389792,29.17087332
42,R1F,2019,2018-07,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,17.53954907,161.4937201,7.062044238,88.25910931,51.77864048,1.748981753,243.5,217.159163,709.8674396,51.50992708,29.15266692
43,R1F,2019,2018-08,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,19.13985386,161.5003787,7.06234707,,52.43424387,1.782851608,243.4722222,217.6917013,708.4705729,51.9510625,29.09862022
44,R1F,2019,2018-09,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,20.07167653,161.0298092,7.072491945,,52.77745991,1.821013533,243.6666667,218.2489088,706.8494371,52.31730417,29.00886883
45,R1F,2019,2018-10,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,20.56999267,160.0820116,7.044177145,89.91596639,53.26410543,1.858284362,244.0833333,218.7457066,705.2796451,52.60865208,28.89503497
46,R1F,2019,2018-11,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,22.06902431,159.5272444,7.093841607,,53.61715027,1.894664096,244.1944444,219.1820948,703.7611971,52.82510625,28.81970549
47,R1F,2019,2018-12,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,22.18221819,159.3655074,7.093841607,,54.5535191,1.930152736,244,219.5580733,702.2940929,52.96666667,28.78254479
48,R1F,2019,2019-01,ISLE OF WIGHT NHS TRUST,ACUTE - MULTI-SERVICE,21.60511455,159.5968007,7.090510454,90.33613445,55.51644791,1.964750279,243.5,219.8736422,700.8783326,53.03333333,28.78350442
49,R1K,2022,2015-01,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.35999597,78.64218617,18.25062989,93.93680615,54.98204776,1.013088753,1171,1128.82331,2549.3883,50.6386,21.77103587
50,R1K,2022,2015-02,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.62394068,78.79957249,18.19536304,,55.04662279,1.013088753,1170.388889,1128.82331,2549.3883,50.62921319,21.78240347
51,R1K,2022,2015-03,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.65977711,79.11434515,18.62735301,,55.13118699,1.013088753,1169.166667,1128.82331,2549.3883,50.61043958,21.80517434
52,R1K,2022,2015-04,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.76469516,79.58650414,18.60570051,93.55961706,55.07314772,1.013088753,1167.333333,1128.82331,2549.3883,50.58227917,21.83942005
53,R1K,2022,2015-05,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.43063536,80.47712516,19.03193667,,54.96882265,1.013088753,1164.138889,1128.82331,2549.3883,50.54473194,21.8993483
54,R1K,2022,2015-06,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.05885846,81.78620822,19.19849432,,55.04277626,1.013088753,1159.583333,1128.82331,2549.3883,50.49779792,21.98538239
55,R1K,2022,2015-07,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.8919981,83.51375331,19.36520338,88.54545455,55.23549316,1.013088753,1153.666667,1128.82331,2549.3883,50.44147708,22.09813609
56,R1K,2022,2015-08,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.9627152,85.51593393,19.43485476,,55.30659866,1.013088753,1146.833333,1128.82331,2549.3883,50.37576944,22.22980642
57,R1K,2022,2015-09,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.13662301,87.79275008,19.5626499,,55.39565553,1.013088753,1139.083333,1128.82331,2549.3883,50.300675,22.38105172
58,R1K,2022,2015-10,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.17901418,90.34420177,19.83943843,91.00281162,55.3242257,1.013758228,1130.416667,1128.872402,2549.005802,50.21619375,22.54925885
59,R1K,2022,2015-11,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.99646105,92.85892049,19.66485573,,55.21905549,1.015097178,1123.083333,1128.970585,2548.240806,50.12232569,22.68968589
60,R1K,2022,2015-12,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.22799292,95.33690625,19.89606803,,54.81035976,1.017105602,1117.083333,1129.11786,2547.093312,50.01907083,22.80128291
61,R1K,2022,2016-01,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.55350764,97.77815905,20.32396977,91.30044843,54.43526046,1.0197835,1112.416667,1129.314226,2545.56332,49.90642917,22.88318214
62,R1K,2022,2016-02,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.19524682,99.93340492,20.66374737,,54.01480733,1.023130874,1108.888889,1129.559684,2543.65083,49.79965972,22.93873494
63,R1K,2022,2016-03,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.2481292,101.8026439,20.65769072,,53.50947068,1.027147722,1106.5,1129.854234,2541.355842,49.6987625,22.96751778
64,R1K,2022,2016-04,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,24.93405585,103.3858759,20.96476246,92.68077601,53.14032739,1.031834045,1105.25,1130.197875,2538.678356,49.6037375,22.9692681
65,R1K,2022,2016-05,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.22225799,104.5274886,20.98611212,,52.82419443,1.037189842,1104.972222,1130.590608,2535.618373,49.51458472,22.94734946
66,R1K,2022,2016-06,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.25014842,105.2274818,21.13767958,,52.53358342,1.043215114,1105.666667,1131.032432,2532.175891,49.43130417,22.90180184
67,R1K,2022,2016-07,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.16855574,105.4858558,21.22035274,93.30357143,52.11588572,1.049909861,1107.333333,1131.523348,2528.350911,49.35389583,22.83278968
68,R1K,2022,2016-08,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,24.59212049,105.9499959,21.39160428,,51.90251519,1.057274083,1106.305556,1132.063355,2524.143433,49.28235972,22.81596997
69,R1K,2022,2016-09,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,24.61455557,106.6199022,21.55195387,,51.80559559,1.065307779,1102.583333,1132.652455,2519.553457,49.21669583,22.85136534
70,R1K,2022,2016-10,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.11351832,107.4955747,21.58208567,91.41414141,51.71587135,1.0722223,1096.166667,1133.307392,2514.84679,49.15690417,22.94219362
71,R1K,2022,2016-11,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.70551716,108.3870705,21.59026213,,51.96763844,1.078017646,1088.833333,1134.028167,2510.023433,49.10298472,23.05241175
72,R1K,2022,2016-12,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.98612008,109.2943894,21.65188846,,52.22788856,1.082693816,1080.583333,1134.81478,2505.083384,49.0549375,23.182695
73,R1K,2022,2017-01,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,28.97925358,110.2175315,21.64068367,92.33830846,52.61748451,1.086250811,1071.416667,1135.667232,2500.026645,49.0127625,23.33384128
74,R1K,2022,2017-02,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,30.59187365,110.7758547,21.47942559,,53.15953862,1.088688632,1065.333333,1136.585521,2494.853214,48.92492986,23.41852204
75,R1K,2022,2017-03,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,31.75404537,110.9693589,21.40280907,,53.81789561,1.090007277,1062.333333,1137.569649,2489.563093,48.79143958,23.43485811
76,R1K,2022,2017-04,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,33.0393467,110.7980442,21.36904329,93.65638767,53.96322022,1.090206746,1062.416667,1138.619614,2484.156281,48.61229167,23.3821283
77,R1K,2022,2017-05,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,33.99393444,110.5937839,21.29863483,,54.31092819,1.089287041,1065.333333,1139.735418,2478.632778,48.38748611,23.26626512
78,R1K,2022,2017-06,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,34.94700541,110.3565781,21.25593551,,54.53871761,1.08724816,1071.083333,1140.91706,2472.992584,48.11702292,23.08870381
79,R1K,2022,2017-07,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,35.37749156,110.0864268,21.35571868,91.00572363,54.50837835,1.084090104,1079.666667,1142.164539,2467.235699,47.80090208,22.85182802
80,R1K,2022,2017-08,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,36.43900077,109.2239086,21.37388861,,54.62712019,1.079812873,1091.805556,1143.477857,2461.362123,47.43912361,22.54396042
81,R1K,2022,2017-09,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,37.73039515,107.7690236,21.30408581,,54.68625166,1.074416467,1107.5,1144.857013,2455.371857,47.0316875,22.17040051
82,R1K,2022,2017-10,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,37.66998132,105.7217718,21.26880587,89.92628993,54.6984143,1.068549476,1126.75,1146.243979,2449.497836,46.57859375,21.7394971
83,R1K,2022,2017-11,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,37.64701561,103.9006403,21.217173,,54.45460536,1.0622119,1144.722222,1147.638754,2443.74006,46.07984236,21.34788696
84,R1K,2022,2017-12,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,37.39744849,102.3056292,21.17477651,,54.0080488,1.055403739,1161.416667,1149.04134,2438.09853,45.53543333,20.99245344
85,R1K,2022,2018-01,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,36.48972699,100.9367383,21.21217627,94.20168067,53.48036237,1.048124993,1176.833333,1150.451735,2432.573246,44.94536667,20.67049918
86,R1K,2022,2018-02,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,35.28154245,99.82771363,21.28727863,,52.74841012,1.040375662,1189.611111,1151.86994,2427.164207,44.39822222,20.40300552
87,R1K,2022,2018-03,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,34.93160844,98.97855505,21.35450735,,51.94938834,1.032155746,1199.75,1153.295955,2421.871413,43.894,20.18646729
88,R1K,2022,2018-04,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,33.98961921,98.38926259,21.36132107,96,51.70457208,1.023465245,1207.25,1154.72978,2416.694866,43.4327,20.0181807
89,R1K,2022,2018-05,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,33.33890549,98.09239929,21.31741042,,51.31883348,1.014304159,1210.527778,1156.171415,2411.634563,43.01432222,19.92217451
90,R1K,2022,2018-06,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,32.64167763,98.08796516,21.31089953,,50.94207594,1.004672489,1209.583333,1157.620859,2406.690507,42.63886667,19.89685572
91,R1K,2022,2018-07,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,32.48754401,98.37596018,21.2784965,95.69336779,50.74577512,0.994570233,1204.416667,1159.078114,2401.862696,42.30633333,19.94212437
92,R1K,2022,2018-08,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,31.34276522,98.93629594,21.21520459,,50.19554694,0.983997393,1198.638889,1160.543178,2397.15113,42.01672222,19.9989434
93,R1K,2022,2018-09,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,29.34714885,99.76897243,21.26396056,,49.65384964,0.972953967,1192.25,1162.016052,2392.55581,41.77003333,20.06756813
94,R1K,2022,2018-10,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,28.50523011,100.8739897,21.37116312,94.72295515,49.43589714,0.963301288,1185.25,1163.657813,2388.113447,41.56626667,20.14860533
95,R1K,2022,2018-11,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,27.6973197,101.9139056,21.61524578,,49.14632217,0.955039357,1179.388889,1165.468462,2383.824041,41.40542222,20.21236645
96,R1K,2022,2018-12,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,26.16011906,102.8887202,21.74092109,,49.29220082,0.948168172,1174.666667,1167.447998,2379.687593,41.2875,20.25840743
97,R1K,2022,2019-01,LONDON NORTH WEST HEALTHCARE NHS TRUST,ACUTE - LARGE,25.70469562,103.7984335,21.8637195,99.38971229,49.32641678,0.942687733,1171.083333,1169.596421,2375.704101,41.2125,20.28637957
98,RA2,2016,2015-01,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.241965247,109.0186404,9.788138673,84.21052632,61.67236268,1.087029121,456,494.213351,815.2391125,6.3487,17.87805071
99,RA2,2016,2015-02,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.005697875,109.0984405,9.7855646,,61.91066679,1.086801455,456,496.6126967,816.8692373,6.350334722,17.91379906
100,RA2,2016,2015-03,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.233541603,109.2251462,9.810396831,,62.17681829,1.085970276,456,498.9369183,818.4077952,6.353604167,17.94753937
101,RA2,2016,2015-04,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.493386628,109.3987573,9.824781355,87.5,62.51603563,1.084535583,456,501.186016,819.8547863,6.358508333,17.97927163
102,RA2,2016,2015-05,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.573188631,109.7709552,10.00239237,,62.75948176,1.082497376,456,503.3599896,821.2102104,6.365047222,18.00899584
103,RA2,2016,2015-06,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.589327368,110.3417398,9.87126608,,63.1177711,1.079855656,456,505.4588392,822.4740677,6.373220833,18.03671201
104,RA2,2016,2015-07,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.665344307,111.1111111,9.935012234,81.35964912,63.67800021,1.076610423,456,507.4825647,823.6463581,6.383029167,18.06242013
105,RA2,2016,2015-08,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,5.99670061,111.7824074,9.881108123,,64.04341605,1.072761676,456,509.4311663,824.7270817,6.394472222,18.08612021
106,RA2,2016,2015-09,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,6.096950317,112.3556287,9.910180003,,64.42867834,1.068309415,456,511.3046438,825.7162383,6.40755,18.10781224
107,RA2,2016,2015-10,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,6.519855512,112.8307749,9.949548175,73.24561404,64.65435342,1.062720432,456,513.1484129,827.2527265,6.4222625,18.14150716
108,RA2,2016,2015-11,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,6.62979021,113.7569521,9.824781355,,64.66122936,1.055994727,455.7222222,514.9624738,829.336546,6.438609722,18.19829066
109,RA2,2016,2015-12,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,6.851596189,115.1341604,9.867329263,,64.65063659,1.0481323,455.1666667,516.7468263,831.9676971,6.456591667,18.27830898
110,RA2,2016,2016-01,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,7.259533063,116.9623997,10.00042396,77.13004484,64.51961244,1.039133151,454.3333333,518.5014704,835.1461796,6.476208333,18.38179412
111,RA2,2016,2016-02,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,8.004122184,118.46318,10.11080626,,64.41190867,1.02899728,453.6388889,520.2264063,838.8719935,6.495327778,18.49206525
112,RA2,2016,2016-03,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,9.834899693,119.6365014,10.09990431,,64.18535954,1.017724686,453.0833333,521.9216338,843.145139,6.51395,18.60905217
113,RA2,2016,2016-04,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,10.48746503,120.4823637,10.16092497,86.25277162,64.0884472,1.005315371,452.6666667,523.5871529,847.9656158,6.532075,18.73267193
114,RA2,2016,2016-05,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,10.99366456,121.4209119,10.13170167,,63.75077345,0.991769333,452.0833333,525.2229638,853.3334242,6.549702778,18.87557805
115,RA2,2016,2016-06,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,11.81665493,122.452146,10.17076701,,63.2524543,0.977086573,451.3333333,526.8290663,859.248564,6.566833333,19.03800363
116,RA2,2016,2016-07,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,12.47931061,123.5760659,10.24102406,81.57303371,62.52033735,0.961267091,450.4166667,528.4054604,865.7110352,6.583466667,19.2202265
117,RA2,2016,2016-08,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,12.47060308,124.7703197,10.26646195,,62.02403223,0.944310887,449.2222222,529.9521463,872.7208379,6.599602778,19.42737458
118,RA2,2016,2016-09,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,13.19622016,126.0349072,10.33247935,,61.4791952,0.926217961,447.75,531.4691238,880.2779721,6.615241667,19.66003288
119,RA2,2016,2016-10,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,13.57781295,127.3698286,10.39970807,83.90804598,60.91509026,0.91104709,446,532.7410302,887.2083491,6.630383333,19.89256388
120,RA2,2016,2016-11,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,14.17171455,128.2580597,10.45770041,,60.44613684,0.898798274,445.1944444,533.7678656,893.511969,6.645027778,20.07015092
121,RA2,2016,2016-12,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ACUTE - DGH,14.9144104,128.6996005,10.55975483,,59.96466976,0.889471514,445.3333333,534.54963,899.1888317,6.659175,20.19136598
